"id","binomial","reference","class","order","family","genus","common_name","location","country","all_countries","latitude","longitude","system","t_realm","t_biome","fw_realm","fw_biome","m_realm","m_ocean","m_biome","units","method","x1950","x1951","x1952","x1953","x1954","x1955","x1956","x1957","x1958","x1959","x1960","x1961","x1962","x1963","x1964","x1965","x1966","x1967","x1968","x1969","x1970","x1971","x1972","x1973","x1974","x1975","x1976","x1977","x1978","x1979","x1980","x1981","x1982","x1983","x1984","x1985","x1986","x1987","x1988","x1989","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014","x2015"
391,"Neophron_percnopterus","{Liberatori, 2001 #1004}","Aves","Falconiformes","Accipitridae","Neophron","Egyptian vulture","Italy","Italy","Italy",38.95,16.88333,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL","Breeding pairs","census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","29","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18","NULL","NULL","NULL","NULL","NULL","13","NULL","NULL","NULL","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
392,"Nucifraga_caryocatactes","{Svensson, 1999 #992}","Aves","Passeriformes","Corvidae","Nucifraga","Nutcracker / Spotted nutcracker","Sweden","Sweden","Sweden",62,15,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","94","132","89","85","89","77","106","119","81","111","123","166","230","153","115","179","111","145","179","128","587","183","191","145","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
393,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Regentalaue, Germany","Germany","Germany",49.22083,12.61278,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22","20","23","24","24","19","19","20","19","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
394,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Alte Sorge Schleife, Schleswig-Holstein","Germany","Germany",54.352599,9.337284,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","6","6","6","6","5","5","3","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
395,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Borgfelder Wümmewiesen, Germany","Germany","Germany",53.117,8.95,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","6","9","8","9","12","8","6","9","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
396,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Dromling (ST)","Germany","Germany",52.48333,11.06667,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","31","29","34","NULL","34","30","17","23","21","23","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
397,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Fischerhuder Wummeniederung, Germany ","Germany","Germany",53.11667,9.05,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","33","24","40","30","28","27","31","25","19","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
398,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Flumm/Fehntjer Tief, Germany ","Germany","Germany",53.467,7.35,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","19","NULL","NULL","22","23","22","28","31","27","26","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
399,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Meerbruch, Germany","Germany","Germany",52.45,9.267,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14","NULL","NULL","12","13","9","6","7","9","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
400,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Ochsenmoor, Germany","Germany","Germany",53.2,8.783,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","27","30","36","28","32","35","36","37","33","29","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
401,"Numenius_arquata","{Scherfose, 2001 #991}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Unteres Odertal, Germany","Germany","Germany",53.086,14.337,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Number of breeding pairs","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","2","6","6","6","5","6","5","3","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
402,"Numenius_arquata","{Svensson, 1999 #992}","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian curlew","Sweden","Sweden","Sweden",62,15,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","116","111","96","108","119","129","99","95","78","54","67","57","82","65","91","82","156","94","87","108","94","111","106","94","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
403,"Numenius_phaeopus","{Väisänen, 1998 #994}","Aves","Charadriiformes","Scolopacidae","Numenius","Whimbrel","Finland","Finland","Finland",64,26,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Annual population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","76","102","135","68","110","95","80","91","123","106","99","103","112","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
404,"Oenanthe_oenanthe","{Svensson, 1999 #992}","Aves","Passeriformes","Muscicapidae","Oenanthe","Northern wheatear","Sweden","Sweden","Sweden",62,15,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","71","94","129","91","104","147","113","100","80","78","64","71","79","63","56","36","43","44","41","45","40","33","38","37","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
410,"Parus_cristatus","{Svensson, 1999 #992}","Aves","Passeriformes","Paridae","Parus","Crested tit","Sweden","Sweden","Sweden",62,15,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","74","83","82","112","109","138","128","81","88","98","70","96","81","86","94","94","60","71","81","79","79","70","87","57","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
412,"Parus_montanus","{NERC Centre for Population Biology, 1999 #524) with data taken from {Czajkowski, 1981 #966}","Aves","Passeriformes","Paridae","Parus","Willow tit","Cou-Bretolet, Switzerland","Switzerland","Switzerland",46.25,7.5,"Terrestrial","Palearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL","NULL","Number of individuals","Captures","NULL","NULL","NULL","0","0","NULL","0","0","0","16","1","6","3","11","28","11","2","2","3","4","9","3","15","12","10","NULL","NULL","NULL","NULL","NULL","42","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
413,"Parus_montanus","{NERC Centre for Population Biology, 1999 #524) with data taken from {Enemar, 1984 #964}","Aves","Passeriformes","Paridae","Parus","Willow tit","Ammarnas, Nr Lake Stor-Tjultrasket, Swedish Lapland","Sweden","Sweden",65.96667,16.16667,"Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL","NULL","Number of territories per km2","Census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","3","11","3","3","3","4","3","3.5","4","1","3","1","2.5","3","2.5","2.5","2.5","4","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
418,"Passer_domesticus","{Baillie, 2006 #995}","Aves","Passeriformes","Passeridae","Passer","House sparrow","UK","United Kingdom","United Kingdom",54,-4,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL","Index","common bird survey - observation","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","328","318","306","291","264","234","210","192","188","185","183","178","168","161","151","141","131","126","121","119","119","114","111","109","106","106","106","106","109","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
419,"Passer_domesticus","{Svensson, 1999 #992}","Aves","Passeriformes","Passeridae","Passer","House sparrow","Sweden","Sweden","Sweden",62,15,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","94","96","113","87","100","103","117","94","106","94","94","88","95","97","100","114","97","103","106","94","107","114","100","109","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
429,"Phylloscopus_trochiloides","{Väisänen, 1998 #994}","Aves","Passeriformes","Sylviidae","Phylloscopus","Greenish warbler","Finland","Finland","Finland",64,26,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Annual population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","100","87","100","87","187","112","112","112","187","162","262","137","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
433,"Phylloscopus_trochilus","{NERC Centre for Population Biology, 1999 #524) with data taken from {Österlöf, 1982 #1639}","Aves","Passeriformes","Sylviidae","Phylloscopus","Willow warbler","Sweden","Sweden","Sweden",63,17,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Number of willow warblers per 100000 birds ringed","Ringing","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2294","4691","6070","8896","9183","14204","14188","11916","13467","14218","11173","8782","8481","6239","11927","10347","12504","14145","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
441,"Scolopax_rusticola","{Väisänen, 1998 #994}","Aves","Charadriiformes","Scolopacidae","Scolopax","Eurasian woodcock","Finland","Finland","Finland",64,26,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Annual population index","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","148","115","107","84","110","60","101","99","93","93","108","81","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
445,"Stercorarius_longicaudus","{Väisänen, 1998 #994}","Aves","Charadriiformes","Stercorariidae","Stercorarius","Long-tailed jaeger / Long-tailed skua","Finland","Finland","Finland",64,26,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","7","11","NULL","7","14","11","NULL","NULL","NULL","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
450,"Sylvia_atricapilla","{NERC Centre for Population Biology, 1999 #524) with data taken from {Österlöf, 1982 #1639}","Aves","Passeriformes","Sylviidae","Sylvia","Blackcap","Sweden","Sweden","Sweden",63,17,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Number of blackcaps per 100000 birds ringed","Ringing","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","369","612","847","747","936","1574","767","1015","1148","1380","689","900","1257","1285","1358","1254","1217","1338","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
452,"Sylvia_communis","{NERC Centre for Population Biology, 1999 #524) with data taken from {Österlöf, 1982 #1639}","Aves","Passeriformes","Sylviidae","Sylvia","Greater whitethroat / Common whitethroat","Sweden","Sweden","Sweden",63,17,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Number of whitethroats per 100000 birds ringed","Ringing","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","561","921","1032","1176","971","1369","1057","1028","1400","1132","1077","1015","1029","864","708","968","1162","1535","NULL","NULL","1507","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
